Workshop Name,Workshop Rating,Professor Name,Student ID,Workshop Topic,Workshop Date,Duration,Location,Max Capacity,Registration Fee,Prerequisite,Feedback Comments,Technology Used,Workshop Type,Certificate,Student Major,Student Year,Attendance
Python Programming: Optimize User-Centric Systems,5.7,Robert Davis,S3772,Statistical Analysis,2023-09-12,1.5379315132084779,Room 105,94,77,Beginner,Tough professional daughter to go throw protect order.,Google Colab,Lecture,Yes,Mathematics,Sophomore,52
Machine Learning: Leverage Compelling Web-Readiness,9.3,Olivia Jones,S6895,Python Programming,2023-01-18,1.1338041375958694,Room 104,22,2,Intermediate,His tree goal rather.,Zoom,Discussion,No,Data Science,Senior,15
Machine Learning: Expedite 24/365 Action-Items,5.8,Michael Williams,S3320,Data Science,2023-09-14,1.8406589845584507,Room 105,94,98,Intermediate,Recently fill thank exactly difference.,Jupyter,Hands-On,Yes,Statistics,Freshman,53
Python Programming: Monetize Strategic Bandwidth,8.8,Olivia Johnson,S7620,Cloud Computing,2023-07-14,1.2812389963592665,Room 104,41,83,Beginner,Job box building parent authority.,Zoom,Lecture,Yes,Statistics,Senior,25
Deep Learning: Evolve Next-Generation Action-Items,7.1,Lisa Wilson,S3287,Deep Learning,2023-03-04,2.072568062243975,Room 102,42,72,Advanced,Floor sense minute.,Google Colab,Hands-On,No,Statistics,Freshman,33
Python Programming: Empower Bleeding-Edge E-Business,9.7,Michael Johnson,S3013,Cloud Computing,2023-08-25,1.2093721856435082,Online-Zoom,50,58,Beginner,Actually indicate over Mrs.,Google Colab,Hands-On,No,Data Science,Sophomore,46
Data Science: Maximize Transparent Eyeballs,9.4,John Brown,S3935,Python Programming,2023-06-04,2.171980849653713,Room 103,58,94,Intermediate,Law finish could movement.,Google Colab,Hands-On,Yes,Data Science,Freshman,47
Data Science: Streamline World-Class Content,5.4,Lisa Johnson,S7869,Data Visualization,2022-10-10,2.1362138398176054,Room 102,71,74,Intermediate,Only car best.,Google Colab,Discussion,No,Computer Science,Junior,52
Ai Ethics: Redefine Clicks-And-Mortar Initiatives,6.6,Michael Miller,S9240,Data Visualization,2023-03-02,2.896583058322889,Room 102,83,6,Advanced,Reality attorney mean hotel.,Google Colab,Hands-On,Yes,Statistics,Senior,80
Ai Ethics: Innovate Global E-Business,9.9,David Miller,S1916,Python Programming,2023-03-18,2.913899685399953,Room 105,37,19,Beginner,He second now traditional.,Google Colab,Lecture,Yes,Data Science,Sophomore,25
Deep Learning: Engineer Viral Web-Readiness,8.1,Emma Brown,S5969,Deep Learning,2023-07-07,1.699470405386716,Room 105,64,32,Intermediate,Notice word mouth animal.,Google Colab,Hands-On,No,Data Science,Junior,48
Ai Ethics: Benchmark Efficient Systems,5.2,Emma Jones,S4654,Python Programming,2023-04-21,2.2468480618007094,Room 103,90,68,Intermediate,Food article building hard resource evening front year.,Jupyter,Lecture,Yes,Data Science,Freshman,72
Cloud Computing: Cultivate Robust Architectures,7.7,Lisa Wilson,S1748,Cloud Computing,2023-04-03,1.766353425411362,Room 104,13,59,Advanced,Song specific process environmental.,Teams,Lecture,Yes,Data Science,Senior,6
Statistical Analysis: Engage Revolutionary Networks,6.3,David Smith,S3788,Data Visualization,2022-12-25,1.4818206580606996,Online-Teams,51,94,Intermediate,Physical new great.,Google Colab,Hands-On,Yes,Mathematics,Senior,26
Cloud Computing: Target Efficient Initiatives,8.0,Emma Johnson,S4716,Statistical Analysis,2022-11-02,2.5212558390353754,Room 102,44,63,Advanced,Move us Democrat court already finish red.,Zoom,Discussion,Yes,Data Science,Freshman,42
Statistical Analysis: Redefine Vertical Action-Items,5.3,Olivia Miller,S5625,AI Ethics,2023-04-18,2.914273708770798,Room 105,29,65,Beginner,Suffer behind year less.,Teams,Discussion,No,Mathematics,Sophomore,19
Deep Learning: Productize Interactive Eyeballs,9.7,Lisa Jones,S5235,Python Programming,2023-04-19,2.002593439232198,Room 101,98,38,Advanced,Computer mean thank home man rate what himself.,Zoom,Lecture,No,Data Science,Junior,66
Data Visualization: Redefine Viral Niches,8.9,Robert Miller,S7432,Deep Learning,2023-08-21,1.4667779169265371,Online-Zoom,42,28,Advanced,Positive a ago mention forward media.,Jupyter,Lecture,No,Data Science,Freshman,34
Python Programming: Disintermediate Innovative Platforms,6.1,Lisa Jones,S6960,Data Visualization,2023-04-30,1.0503774597945605,Online-Zoom,19,36,Advanced,No phone join individual space.,Google Colab,Lecture,No,Statistics,Freshman,13
Machine Learning: Harness Real-Time Experiences,8.6,Emma Johnson,S7741,Python Programming,2022-11-29,2.5748062954887594,Room 104,89,16,Advanced,Center member always style lead.,Zoom,Discussion,No,Statistics,Junior,78
Statistical Analysis: Orchestrate Vertical Niches,8.3,Emily Johnson,S1119,Statistical Analysis,2023-06-30,1.7655010116057117,Online-Teams,82,33,Advanced,Former matter between leave.,Teams,Hands-On,No,Engineering,Sophomore,58
Statistical Analysis: Maximize Turn-Key Web Services,7.9,David Williams,S8427,Cloud Computing,2023-02-14,2.1923167635942615,Room 103,72,89,Beginner,After administration point southern guy trouble animal.,Jupyter,Discussion,No,Computer Science,Sophomore,37
Deep Learning: Envisioneer Magnetic Platforms,7.9,Michael Miller,S7128,Data Science,2022-11-27,1.3033551358055868,Room 101,21,36,Beginner,Market cultural politics then theory line all her.,Jupyter,Lecture,Yes,Statistics,Freshman,18
Data Science: Unleash Turn-Key Solutions,6.2,John Miller,S9409,Data Science,2023-01-14,1.3083286782647103,Online-Zoom,82,8,Intermediate,Coach feel data news fund throw.,Google Colab,Lecture,Yes,Data Science,Sophomore,47
Data Science: Implement Web-Enabled Deliverables,5.0,Michael Williams,S3287,Machine Learning,2023-05-06,1.8078550521576011,Room 105,84,79,Intermediate,Hand degree success artist your.,Teams,Discussion,Yes,Computer Science,Freshman,79
Deep Learning: Incentivize Dynamic Architectures,7.2,Robert Davis,S8576,Statistical Analysis,2023-08-14,2.939620327769425,Room 104,17,44,Beginner,Measure fund almost catch speak growth.,Zoom,Hands-On,No,Computer Science,Freshman,9
Data Science: Morph Sticky Networks,7.7,David Johnson,S2432,Machine Learning,2023-03-05,2.292541651452468,Room 101,57,6,Beginner,Interview computer skin know inside dog we.,Jupyter,Discussion,No,Engineering,Freshman,31
Deep Learning: Revolutionize Global Schemas,5.3,Lisa Williams,S8792,Python Programming,2023-08-05,1.5715475286394756,Room 102,77,73,Beginner,Nice this window nice even choice.,Google Colab,Hands-On,Yes,Mathematics,Freshman,51
Deep Learning: Re-Intermediate Cross-Media Relationships,9.5,John Davis,S7302,Python Programming,2023-07-31,1.029226084763032,Online-Zoom,64,82,Beginner,Dog office president machine rock hope item.,Google Colab,Hands-On,No,Mathematics,Senior,53
Data Science: Visualize Leading-Edge Systems,8.6,Emma Davis,S9654,Machine Learning,2023-05-02,1.5859989762484177,Room 101,79,91,Advanced,Cost challenge example.,Jupyter,Lecture,Yes,Computer Science,Senior,45
Data Science: Expedite Front-End Networks,9.9,Olivia Johnson,S2485,Machine Learning,2023-04-19,1.2705473496871977,Online-Teams,60,19,Beginner,Leader forward suffer walk wish.,Zoom,Discussion,No,Mathematics,Freshman,58
Data Science: Exploit Innovative Markets,6.7,John Johnson,S8066,AI Ethics,2022-12-08,2.331419557132728,Online-Zoom,68,60,Beginner,Way full strategy general remain visit court.,Google Colab,Lecture,No,Data Science,Junior,57
Ai Ethics: Re-Contextualize Cutting-Edge Models,8.7,Olivia Miller,S7179,Deep Learning,2023-09-28,2.0960917013107965,Room 105,58,12,Beginner,Prevent pretty method direction.,Jupyter,Lecture,No,Engineering,Sophomore,57
Deep Learning: Iterate Integrated Architectures,9.9,Olivia Miller,S8903,Deep Learning,2023-08-09,2.6117632338987224,Online-Zoom,25,30,Advanced,Its clearly at finally finally way heart.,Jupyter,Discussion,No,Engineering,Senior,14
Python Programming: Re-Intermediate Extensible Web-Readiness,8.4,John Miller,S1083,Data Science,2022-11-15,1.5166024703820167,Room 101,29,5,Beginner,Alone once quite enough trade.,Teams,Lecture,No,Computer Science,Sophomore,17
Python Programming: Seize Impactful Channels,8.4,David Smith,S6291,Deep Learning,2023-01-23,1.7820096816214075,Room 102,91,6,Advanced,Research pick yard focus.,Jupyter,Lecture,Yes,Engineering,Senior,88
Data Science: Transition Vertical Solutions,7.1,John Williams,S3500,Cloud Computing,2023-07-17,2.204765078359091,Room 104,24,28,Intermediate,Fast within forward practice customer product century.,Google Colab,Discussion,Yes,Computer Science,Senior,12
Cloud Computing: Morph Proactive Networks,7.4,David Smith,S9900,Cloud Computing,2022-12-06,2.1850124079561137,Room 105,68,55,Advanced,Hard newspaper should enjoy green hour.,Google Colab,Discussion,Yes,Mathematics,Junior,39
Data Visualization: Revolutionize Plug-And-Play Infrastructures,9.6,John Jones,S7129,Machine Learning,2023-05-02,2.9315750919131034,Room 103,28,33,Beginner,Huge improve often federal help return rich.,Teams,Hands-On,No,Mathematics,Sophomore,26
Ai Ethics: Empower Plug-And-Play Content,7.1,Olivia Johnson,S1023,Data Science,2023-01-30,1.8345852373803124,Room 102,79,9,Beginner,We success agreement campaign.,Zoom,Hands-On,No,Computer Science,Senior,48
Deep Learning: Re-Intermediate Web-Enabled Mindshare,9.1,David Williams,S7400,Data Science,2023-03-09,2.8168884647979033,Room 102,41,36,Beginner,Without of too pull.,Teams,Lecture,Yes,Mathematics,Senior,31
Python Programming: Mesh Front-End Metrics,5.5,Lisa Johnson,S2497,Data Science,2023-09-02,1.208055095596439,Room 105,40,86,Advanced,Every begin stage can amount act.,Zoom,Discussion,Yes,Computer Science,Senior,24
Machine Learning: Grow Impactful Metrics,6.7,Lisa Williams,S5426,AI Ethics,2023-02-05,1.0590517056954496,Room 103,60,29,Intermediate,Owner during campaign hear sort strategy Republican reach.,Google Colab,Discussion,No,Computer Science,Senior,47
Statistical Analysis: Repurpose Out-Of-The-Box Synergies,5.9,Robert Smith,S3207,Machine Learning,2022-11-25,1.4597296123293353,Room 103,51,45,Advanced,Attorney stuff several add pick choose.,Jupyter,Discussion,Yes,Data Science,Senior,30
Ai Ethics: Implement Impactful E-Markets,8.5,John Brown,S9729,AI Ethics,2023-08-21,1.1767357493342463,Room 102,77,55,Intermediate,Item exist attention fly station director.,Zoom,Discussion,Yes,Data Science,Senior,42
Deep Learning: Empower Ubiquitous Platforms,8.3,David Davis,S5917,Statistical Analysis,2022-10-10,2.232796382860294,Room 103,91,84,Intermediate,Open drug situation dinner.,Jupyter,Lecture,No,Engineering,Freshman,57
Cloud Computing: Engineer Cutting-Edge Partnerships,6.9,Emma Smith,S5987,AI Ethics,2023-01-01,2.7077249809041506,Room 102,17,15,Advanced,Organization full political environment east always or hope.,Zoom,Lecture,No,Computer Science,Junior,8
Data Visualization: Architect Cross-Platform Mindshare,5.5,Olivia Davis,S7210,Data Visualization,2023-03-22,1.334411566885183,Room 105,87,2,Advanced,Head all throw whose time born.,Teams,Hands-On,Yes,Engineering,Sophomore,82
Cloud Computing: Generate Viral Schemas,8.8,Lisa Miller,S1009,Data Science,2023-03-31,2.948923074332165,Room 104,89,99,Intermediate,Everyone increase prevent record population however.,Teams,Discussion,No,Mathematics,Sophomore,76
Data Science: Transition User-Centric Web-Readiness,6.9,Michael Jones,S7967,Python Programming,2022-12-19,2.727840591425119,Online-Zoom,23,47,Advanced,Threat air election.,Zoom,Discussion,No,Engineering,Junior,18
Machine Learning: Re-Contextualize User-Centric Technologies,5.3,David Smith,S7609,Cloud Computing,2023-01-08,2.4220910082794447,Room 105,100,19,Intermediate,Hour about example leave method quality.,Teams,Hands-On,No,Engineering,Sophomore,95
Python Programming: Benchmark Killer Niches,5.3,John Miller,S4243,Deep Learning,2023-03-09,2.4599822274451046,Room 102,26,59,Advanced,Hundred believe should energy main as nor everybody.,Zoom,Lecture,Yes,Mathematics,Freshman,16
Python Programming: Brand Turn-Key Models,5.4,David Smith,S1074,Deep Learning,2023-08-03,2.498435240066672,Room 101,17,78,Advanced,Compare child book.,Teams,Lecture,No,Mathematics,Senior,12
Ai Ethics: Synthesize Rich Paradigms,8.1,Lisa Jones,S6964,Deep Learning,2022-12-03,2.8078155003342573,Room 102,69,69,Advanced,Low leave question manage dog network these.,Zoom,Discussion,No,Data Science,Senior,45
Deep Learning: Cultivate Turn-Key Communities,7.8,Michael Smith,S4122,Data Science,2022-10-30,1.3143199497691904,Room 104,32,12,Beginner,Many peace poor raise.,Zoom,Hands-On,No,Data Science,Senior,30
Deep Learning: Repurpose Visionary Web-Readiness,6.3,John Smith,S6376,Data Science,2023-05-30,1.4148216741687447,Online-Zoom,33,89,Intermediate,The building let fire north every.,Teams,Lecture,Yes,Engineering,Senior,22
Machine Learning: Repurpose Transparent Solutions,7.7,Robert Brown,S3475,Deep Learning,2023-06-03,2.0996265533656584,Room 104,30,83,Beginner,Job understand sea event.,Zoom,Hands-On,Yes,Statistics,Senior,25
Data Science: Grow Bricks-And-Clicks Bandwidth,6.5,Michael Johnson,S6153,Deep Learning,2023-04-16,2.8911660756927247,Room 104,26,36,Beginner,Personal could can worry.,Zoom,Discussion,Yes,Engineering,Sophomore,18
Data Visualization: Revolutionize Interactive Vortals,9.9,Robert Wilson,S6893,Cloud Computing,2023-01-26,1.5874647537473097,Room 104,47,54,Advanced,Art foreign president.,Zoom,Lecture,Yes,Computer Science,Freshman,39
Data Science: Deploy Leading-Edge Methodologies,6.1,David Johnson,S4509,AI Ethics,2023-03-28,1.1962009560307343,Room 105,65,74,Beginner,Use about interest product value.,Zoom,Lecture,No,Computer Science,Junior,58
Machine Learning: Target Visionary Relationships,8.0,Michael Miller,S3042,Statistical Analysis,2023-05-18,2.4667954063711814,Room 102,27,25,Beginner,Ok character woman worker black lead.,Teams,Lecture,No,Mathematics,Senior,25
Deep Learning: Transform Integrated Experiences,8.9,Emma Williams,S4607,Python Programming,2023-07-01,1.2660555024169144,Room 102,69,56,Advanced,Shoulder say perhaps different.,Jupyter,Lecture,No,Mathematics,Junior,59
Cloud Computing: Reinvent Distributed Bandwidth,6.4,Emily Jones,S9933,Machine Learning,2023-09-09,2.0088558278944517,Online-Zoom,13,43,Beginner,Help modern them everybody.,Google Colab,Discussion,Yes,Engineering,Sophomore,12
Data Visualization: Innovate Leading-Edge Metrics,6.8,Olivia Jones,S7877,Cloud Computing,2023-08-25,2.9042849959980077,Room 101,17,92,Beginner,Message off real style part.,Zoom,Hands-On,No,Statistics,Freshman,10
Deep Learning: Unleash Ubiquitous Channels,5.1,Emily Miller,S4888,Machine Learning,2022-11-30,2.588042518421739,Room 103,57,85,Intermediate,Particularly station imagine again.,Teams,Lecture,No,Statistics,Junior,51
Statistical Analysis: E-Enable 24/7 Markets,8.5,David Jones,S4066,Python Programming,2023-07-24,2.3837780771623516,Online-Teams,93,64,Beginner,Activity movie read still sell evening bit.,Zoom,Lecture,No,Data Science,Sophomore,67
Data Science: Generate End-To-End Vortals,7.8,Lisa Jones,S7410,Deep Learning,2022-10-16,2.1051660504379317,Room 101,34,17,Beginner,Concern per pass perhaps bed condition.,Google Colab,Discussion,Yes,Computer Science,Senior,26
Statistical Analysis: Deliver Virtual E-Business,9.9,Michael Wilson,S8154,Deep Learning,2023-08-20,1.298970879836878,Online-Zoom,81,98,Intermediate,Offer but catch send rule dinner.,Zoom,Discussion,No,Data Science,Senior,67
Python Programming: Extend Ubiquitous Web-Readiness,8.3,David Jones,S5784,Deep Learning,2023-09-19,1.8192231241689807,Online-Teams,13,13,Intermediate,Relationship class issue scene.,Google Colab,Hands-On,Yes,Data Science,Freshman,9
Data Science: Benchmark End-To-End Schemas,9.7,Emily Johnson,S5576,Python Programming,2022-11-01,1.8284369165813472,Room 105,73,96,Advanced,Wide after others risk.,Google Colab,Discussion,Yes,Engineering,Freshman,48
Statistical Analysis: Syndicate Vertical Experiences,7.4,Lisa Smith,S9519,Data Visualization,2023-03-05,1.150971031063746,Room 105,59,98,Intermediate,Argue trial final economic.,Google Colab,Hands-On,Yes,Mathematics,Senior,48
Data Science: Matrix End-To-End Deliverables,9.0,Robert Miller,S9441,AI Ethics,2023-07-17,2.0773760215024613,Room 104,97,61,Intermediate,Quickly try girl visit more worker foreign.,Teams,Hands-On,No,Mathematics,Senior,52
Machine Learning: Innovate Next-Generation Web-Readiness,8.1,John Brown,S8377,Data Visualization,2022-12-08,2.987057302773973,Room 102,80,91,Intermediate,List place life about.,Google Colab,Lecture,No,Statistics,Sophomore,61
Deep Learning: Whiteboard Bricks-And-Clicks Eyeballs,6.2,Olivia Smith,S7486,Data Visualization,2023-01-01,2.283334568882978,Room 102,86,37,Advanced,In couple across article purpose site catch.,Teams,Lecture,No,Computer Science,Freshman,64
Deep Learning: Incubate Proactive Models,8.1,Olivia Smith,S6319,Cloud Computing,2023-06-29,1.5179496206791718,Room 102,29,25,Intermediate,Seem green four.,Teams,Lecture,No,Data Science,Junior,29
Data Science: Leverage Value-Added Vortals,7.3,John Smith,S9278,Data Science,2023-08-30,1.1208783165882905,Online-Teams,75,86,Beginner,Instead able heavy detail yeah coach idea.,Jupyter,Discussion,No,Computer Science,Freshman,49
Ai Ethics: Innovate Customized Supply-Chains,9.5,John Johnson,S7778,Python Programming,2022-12-11,2.7556819789323743,Room 103,29,47,Advanced,Yes weight admit bad history both.,Google Colab,Discussion,No,Mathematics,Freshman,27
Cloud Computing: Re-Intermediate Interactive E-Tailers,7.0,Robert Johnson,S4506,Deep Learning,2023-08-02,1.469900353691302,Online-Teams,24,71,Advanced,Measure benefit owner fine their single.,Jupyter,Lecture,Yes,Computer Science,Sophomore,19
